no,company,date,title,content,,,,,,,,,,,,,,,,,,,,,
61,삼성에스디에스 주식회사,2022-04-18,상담직원 코치 `AI`… 3분이면 모든 문의 끝,"고객문의 '실시간 텍스트' 변환
AI가 질문유형·대응방법 안내
SaaS 화해 솔루션… 사업 확대
지난 12일 오후 서울 영등포구에 위치한 삼성SDS AICC(지능형 컨택센터) 한 상담 직원이 고객의 문의 전화에 응대하고 있었다.
""스마트폰에서 녹스포탈에 접속하기 위한 앱이 삭제됐는데 어떻게 해야 하나요?"" 상담 직원의 모니터에는 고객이 말한 내용이 실시간 텍스트로 변환됐다. 카카오톡 메시지를 주고받듯이 바로 아래에는 상담사가 고객에게 한 얘기도 텍스트로 나타났다. 고객의 상담내용 중 '삼성SDS' 'MDM(모바일 단말기 관리) 삭제' 등 주요 단어에는 마치 형광펜으로 칠한 듯 하이라이트 표시가 됐다. 화면 아랫쪽에서는 AI(인공지능) 어시스턴트가 고객의 질문내용 개요와 유형, 대응방법을 안내해 보여줬다. 상담 직원은 AI의 안내를 받아가며, 고객에게 지워진 앱을 다시 설치할 수 있는 주소를 문자로 전송하겠다고 안내했다. 고객의 감사 인사로 상담은 바로 마무리됐다. 상담 직원은 AI의 도움을 받으며 상담유형, 조치내용 등을 기록했다. 전화를 받은 후 상담기록을 끝내기까지 걸린 시간은 3분이 채 안 됐다.
AICC 한 관계자는 ""코로나19로 재택근무가 늘어나면서 VDI(가상 데스크톱 인프라), 녹스미팅 등 원격업무용 솔루션 관련 문의가 크게 늘었다""고 말했다.
삼성SDS는 AICC 솔루션을 자체 개발해 센터에 적용했다. AICC에서는 삼성SDS를 포함한 삼성그룹 관계사 직원 약 30만명이 쓰는 인트라넷 '녹스포털'을 비롯해, 클라우드, 물류, 인터넷전화, 홈IoT(사물인터넷), 인텔리전트 팩토리 등 70여 개 솔루션 및 서비스 관련 문의에 대해 대응이 이뤄진다. 삼성 글로벌 컨택센터로 들어오는 문의도 일부 처리한다.
삼성SDS AICC의 최대 강점은 클라우드 상에서 인프라와 솔루션을 구현해 물리적 공간의 한계를 극복하고 유연성과 확장성을 높인 것이다. 기존 컨택센터가 각 기업이 확보한 공간에 인프라를 설치하고 상담사가 상주하는 방식이었던 것과 대조적이다. 인프라와 솔루션이 모두 클라우드에 있는 만큼 고객은 초기 설비투자 부담이 없고, 상담 직원은 어디서나 일할 수 있다. 삼성SDS는 지난 3월말 가상상담 기능을 SaaS(서비스형 SW)화해 출시한 데 이어 하반기 중 상담지원과 상담분석까지 SaaS화해 내놓을 예정이다. 그동안 대기업 중심 구축형 사업에서 중견·중소기업으로 시장을 넓히고 서비스형 사업을 전개한다는 구상이다.
고객문의 처리에는 AI의 힘이 절대적이다. AI는 가입 심사, 서비스 신청 접수 등 간단한 문의는 직접 챗봇이나 음성봇으로 상담을 제공해 또 한명의 상담사 역할을 한다. 기술지원 요청같이 어려운 문의는 전문 상담사로 자동 연결된다. 이 과정에서 AI는 고객의 문의 내용을 텍스트로 바꿔주는 것은 물론, 고객 문의의 의도 파악부터 문의 대응에 필요한 지식 추천까지 해준다. 빠르고 정확한 상담 처리가 이뤄질 수 있도록 '상담 도우미' 역할을 하는 것. 상담이 끝난 후에는 상담분석까지 해줘 이후 서비스 품질을 높이도록 돕는다.
삼성SDS는 솔루션사업부 내에 160여명 규모의 AICC 전담조직을 두고 사업을 펼치고 있다. 영등포구에 위치한 AICC에서는 160여 명의 상담직원이 서비스를 제공한다.
곽지용 삼성SDS ITC사업팀 프로는 ""AICC에서는 NLU(자연어이해), STT(음성인식), TA(텍스트 분석) 등의 기술을 적용, AI가 대화를 해석해 상황에 맞는 최적의 답변이나 콘텐츠를 자동 추천해 주는데, 특히 98~99%에 달하는 STT 정확도가 솔루션 완성도를 높여준다""고 말했다. 이어 ""AI는 고객 불만사항 등을 실시간 분석하고 상담 내용을 자동 평가·분석해 리스크를 줄여주고 마케팅에 활용할 수 있게 해 준다""면서 ""고객이 전화를 걸어오면 과거 상담이력과 제시한 불만, 관심이 자동으로 표시돼 상담사가 이를 파악하고 대응하도록 해 준다""고 설명했다.
AI는 또한 고객과 상담 직원의 통화내용을 분석해 상담 직원의 고객 필수 안내사항 제공 여부, 상담멘트 등을 점검해 준다. 이를 통해 상담 품질을 높일 수 있다. 고객의 목소리에서 감정을 분석해 상담사가 미리 파악하도록 해 주기도 한다.
한 상담사는 ""고객과의 상담 중에 AI가 키워드를 파악해 지식추천을 해 주니 훨씬 효율적으로 응대할 수 있다. 경험이 적은 신입 상담사도 어려움 없이 상담업무에 적응할 수 있다""면서 ""상담이 끝난 후 상담 이력 기록도 AI를 통해 상담코드 추천, 문의내용 요약 등을 클릭 한번으로 할 수 있다""고 말했다. DB손해보험은 삼성SDS AICC를 도입, 고객의 보험 가입 시 완전판매 여부를 모니터링하기 위해 AI 음성봇 기반의 자동 아웃바운드콜 시스템을 구축해 업무효율을 크게 높였다. 이 회사는 적용 2개월 만에 하루에 약 2500건, 한달에 5만 건 이상의 AI 모니터링 상담전화 처리를 하고 있다. 통화품질 모니터링 심사도 건당 35분에서 2분으로 대폭 줄였다. 한 인터넷 기반 서비스 기업은 컨택센터, 앱, 인터넷 등에 표출되는 고객의 목소리를 AI로 분석해 리스크에 대응하고 이슈관리를 하는 체계를 도입했다. 한 글로벌 하이테크 기업은 AI가 대화 내용을 실시간 분석해 상담사에게 제품 정보와 상담 가이드를 제공하고, 프로모션 정보도 추천해 주는 시스템을 구현했다.
곽지용 프로는 ""클라우드 기반으로 개발한 덕분에 코로나로 인한 해외 컨택센터 셧다운 위기에도 수천 명의 상담사가 재택근무를 하면서 서비스를 계속 할 수 있었다""면서 ""상담원이 없어도 챗봇이 긴급 상담을 처리하는 등 어떤 상황에도 지속 가능성을 뒷받침하는 게 AICC의 강점""이라고 밝혔다.",,,,,,,,,,,,,,,,,,,,,
62,인콤정보통신(주),2024-10-08,인콤정보통신 홈페이지(http://www.icomsoft.co.kr/sound),"음성솔루션
IVR(Interactive Voice Response)시스템은 외부에서 전화가 걸려오면 관리자가 작성한 시나리오에 따라 고객이 원하는 정보를 음성으로 제공하고, 고객의 정보를 기반으로 상담원에게 연결하는 시스템으로 국내 통신환경에서 제공하는 모든 통신 프로토콜(SS7,ISDN_PRI,E1-R2,CAS, Analog) 및 IP인프라 환경을 지원합니다

도입배경
1)언제 어디서나 전화를 이용한 정보서비스(확인/조회/예약/결재 등) 요구 증대
2)상담원이 상담업무에 집중 할 수 있도록 단순 안내업무에 대한 자동화 필요성 증대
3)효과적인 상담을 위해 상담전 고객 정보 수집을 위한 프로세스 필요
주요기능
1)시나리오 관리 기능
- 시나리오 편집 기능
- 일정 관리 기능
- 실시간 예약 시나리오 적용 기능

기타
- 실시간 모니터링 기능
- 통계기능
- 다양한 시스템 연계 기능

ARS 기능
- 음성안내기능
- 실시간 시나리오 적용 기능
- 콜제어 기능
- 포트별 제어기능",,,,,,,,,,,,,,,,,,,,,
63,에이블컴 주식회사,2012-12-10,[KT/에이블컴] 부산시 IP텔레포니 사업 수주,"상반기 최대 콜센터 프로젝트인 부산광역시의 콜센터와 IP텔레포니 통합 구축 사업자로 KT가 최종 선정됐다. 또, 장비 공급업체로는 알카텔-루슨트가 최종 선정됐다.
이번 사업은 30석 규모의 민원 콜센터와 부산시와 시의회 및 8개 사업소를 위한 3300대의 IP전화기 및 2300명의 통합커뮤니케이션(UC), 영상솔루션을 구축하는 국내 최대 규모의 사업이다.
이 같은 규모로 인해 시스템 구축 사업자로는 KT를 비롯해 LG CNS, 삼성네트웍스, 서울통신기술 등이 참가했으며, 교환기 업체들도 알카텔-루슨트, 시스코, 어바이어 등의 치열한 경쟁이 전개됐다.
최종 사업자로 선정된 KT의 권근범 부장은 “이번 사업 수주가 2010년까지 구축될 전국 지방자치단체의 IP텔레포니 구축과 부산지역 16개 구청 및 인근 시·도의 IP텔레포니 구축사업에 큰 영향을 줄 것”이라며 이번 사업 수주에 큰 의미를 부여했다.
IP교환기와 UC, 미들웨어를 공급하게 되는 에이블컴의 안태형 사장은 “에이블컴의 기술력을 바탕으로 KT와 함께 최고의 성능을 구현, 부산광역시의 구축 목표를 완벽하게 맞추겠다”고 말했다.",,,,,,,,,,,,,,,,,,,,,
64,에이블컴 주식회사,2019-06-13,"[가스신문] SK E&S, 고객서비스 위한 ‘보이는 ARS’ 서비스 오픈","[가스신문=주병국 기자] SK E&S의 7개 도시가스 자회사들이 ‘보이는 ARS’ 서비스를 시작한다.
SK E&S는 전국 7개 도시가스사를 통해 400만 가구에 도시가스를 공급하고 있는
국내 도시가스 시장 점유율 1위 기업이다.



‘보이는 ARS’는 기존에 듣기만 하던 음성 ARS 서비스를 스마트폰 화면으로
제공해 고객이 보다 빠르고 편리하게 민원 서비스를 이용할 수 있다.



특히 기사방문 신청, 사용요금조회·납부, 자동이체신청·변경, 자가검침 등 고객들이
자주 이용하는 서비스에 대해 상담원 통화 없이 화면상에서 바로 확인 및 처리가 가능하다.



SK E&S의 보이는 ARS는 SK E&S 산하 7개 도시가스사(코원에너지서비스, 부산도시가스, 충청에너지서비스 등)
권역의 고객이라면 스마트폰을 통해 누구나 이용이 가능하며, 별도의 모바일앱 설치 없이고객센터에 전화하면
자동으로 화면이 구현돼 스마트폰 사용이 익숙하지 않은 고객들도 쉽게 사용할 수 있다.



또한 별도의 회원가입 절차 없이 간단한 본인 확인만으로
다양한 고객 서비스를 이용할 수 있도록 시스템을 구축해 고객 편의성을 높였다.



SK E&S 김규철 도시가스 Process개선팀장은 “보이는 ARS를 통해 고객들이 보다
쉽고 빠르게 도시가스 민원을 처리할 수 있게 됐다”며 “지난해 오픈한 ‘모바일 고객센터’와
더불어 고객들의 목소리를 경청할 수 있는 다양한 창구를 지속적으로 개발, 편리하고
안전한 도시가스 서비스를 제공하는데 최선을 다하겠다'고 말했다.

",,,,,,,,,,,,,,,,,,,,,
65,에이블컴 주식회사,2019-03-15,[Cloud Z] 클라우드형 콜센터 에이블컴의 'XoC(쏙)' 서비스와 Cloud Z의 만남,"콜센터도 이제는 클라우드가 대세, Cloud Z 기반의 콜센터 서비스 XoC 

고객 만족을 위해 기업은 할 수 있는 모든 것을 다합니다. 고객 만족의 기본은 제대로 된 상품과 서비스를 만드는 것입니다.
그렇다면 상품과 서비스만 좋으면 끝일까요? 어떤 제품이건 쓰다 보면 궁금증이나 불만이 생기기 마련입니다. 이런 이유로 고객 만족에 있어 가장 중요한 요소로 ‘고객 지원’을 꼽습니다.
실제로 고객 만족도 점수가 높은 기업은 상품의 경쟁력 못지않게 남다른 고객 지원을 한다는 공통점이 있습니다.

고객 지원의 최전선 ‘콜센터’ 
고객이 가장 선호하는 고객 지원 채널과 방법은 무엇일까? 세대별로 이메일, 메신저, 전화 등 선호 채널에 차이가 좀 나지만 그래도 여전히 많은 사람들은 스마트폰 상에서 바로 고객 지원 센터로 전화 연결이 되고 상담원과 통화하는 것을 선호합니다. 고객 지원 센터 웹 사이트에 가서 자주 묻는 말을 찾아보거나, 이메일 상담을 하거나 챗봇 등 실시간 응대 서비스를 이용하는 것도 불편하지는 않습니다. 그래도 상담원과 통화해가며 이런 저런 안내를 받는 것만큼 마음 편한 것도 없죠. 콜센터 운영이 여러 모로 고객 만족에 큰 영향을 준다는 사실은 기업들이 옴니 채널 기반의 고객 지원 방식을 추구하는 시대에도 여전히 유효합니다.

이처럼 콜센터는 매우 중요하지만 이를 구축해 운영하는 것은 소수의 기업만 가능한 일이었습니다. 콜센터, 컨택 센터 플랫폼을 구축해 운영하는 것은 결코 만만한 일이 아니기 때문이죠. 솔루션 도입, 우리 회사에 맞는 환경 구성 그리고 기능 최적화 등을 하다 보면 짧게는 몇 개월 길게는 년 단위로 시간이 걸리고 관련 비용도 증가하곤 했습니다. 초기 투자 후 매년 들어가는 유지보수 비용 부담도 만만치 않습니다. 이런 어려움들이 클라우드 서비스가 대중화되면서 콜센터의 진입 장벽이 크게 낮아졌습니다. 이제는 중소기업도 비용과 운영 걱정 없이 우리 회사 이름으로 직접 콜센터를 운영할 수 있습니다.

클라우드 기반의 콜센터 서비스 XoC 서비스의 탄생.
클라우드 기술을 활용해 조직 규모에 관계없이 콜센터를 운영할 기회를 제공하려는 시도가 국내외 여러 기업을 통해 일어나고 있습니다. 이 중 국내 기업의 업무 수행 방식과 요구 사항에 밝은 기업들의 활동에 눈길이 가는데요, 국내 기업 중 클라우드 기반 콜센터 서비스 부문에서 두각을 나타내는 기업이 있습니다. 바로 20년간 120 다산콜센터, 국민연금, 삼성전자 등 국내 주요 기업과 기관을 대상으로 콜센터 구축 사업을 해온 에이블컴이 그 주인공입니다.

에이블컴은 최근 클라우드 기반 콜센터 서비스 브랜드 ‘XoC(쏙)’을 출시했습니다. XoC 출시에 앞서 에이블컴은 자사 브랜드의 클라우드 서비스를 어떻게 제공해야 할지에 대한 고민이 많았습니다. 사내 전산실에 시스템을 두고 서비스를 제공하자니 네트워크, 공조, 전기 등 기반 시설의 안정성이 걱정되었습니다. IDC 사업자를 통해 인프라를 임대해 서비스하는 것도 고려했습니다. 시스템 설치와 유지보수를 위해 IDC를 오갈 생각을 하니 운영 및 관리의 효율성과 불편이 너무 커서 문제로 등장했습니다. 그리고 비용 부담도 너무 커서 이 방식은 현실적이지 않다는 결론에 도달했습니다. IDC 임대가 갖는 단점을 한 번에 풀어낼 수 있는 공용 클라우드 서비스를 알아봤는데, 콜센터 서비스 운영을 위해 필요한 전화 회선 연결과 VPN 서비스 등의 지원에 한계가 있었습니다.

Cloud Z만의 특별함, XoC 서비스의 선택을 받다.  
다행이 에이블컴은 콜센터 서비스 운영에 딱 맞는 클라우드 서비스를 찾았습니다. 직접 구축, IDC 임대, 공용 클라우드 모든 것을 다 알아봤지만, 콜센터 서비스 제공 기반으로 삼기에는 모두 부족함이 있었는데 Cloud Z는 예외였습니다.









Cloud Z는 원격으로 초기 설치부터 운영 업무를 처리할 수 있는 클라우드의 이점을 살리는 가운데 콜센터 서비스의 특성을 배려한 전화 및 VPN 통신 관련 부가 서비스를 이용하기에 가장 적합했습니다. 여기에 더해 옴니 채널 환경으로 진화를 해나가는 콜센터 시장의 흐름에 맞춰 XoC에 첨단 기능을 추가하는 작업도 매우 편리했습니다. 가령 지능형 챗봇 서비스의 추가가 필요하다고 한다면, Cloud Z가 제공하는 인공지능 플랫폼인 에이브릴 서비스를 이용해 빠르고 효율적으로 그리고 성능이 입증된 인공 지능 기반의 챗봇 서비스를 개발할 수 있다는 점입니다. 

고객이 인정해야 제대로 된 클라우드 기반 콜센터
에이블컴이 클라우드 기반 콜센터 서비스를 기획한 이유와 목적은 합리적인 비용으로 더 많은 기업이 고객 만족 경영을 할 수 있도록 돕는 것이었습니다.
Cloud Z 환경에 XoC 서비스 환경을 구축한 다음 실제 고객에게 서비스를 제공하면서 받은 고객 피드백은 기대 이상이었습니다. 당초 목표로 삼았던 XoC의 가치를 고객이 고스란히 느낀다는 것을 확인했습니다. 한 가지 사례를 보겠습니다. G사라는 제조 기업이 있었습니다. 구축형 콜센터 시스템을 사용하던 G사는 사무실 이전에 따라 클라우드 기반 콜센터 서비스로 전환이 필요했습니다. G사의 콜센터는 사무실 이전으로 인해 콜센터 시스템을 어디에 설치해 운영해야 할지 난감한 상황이었습니다. 때마침 XoC를 알게 되었고 현재는 Cloud Z 인프라와 VPN 서비스를 사용해 상담 센터에 별도의 시스템을 설치하지 않고도 안전하고 효율적으로 고객 응대를 하고 있습니다. 그 덕에 본사와 상담센터를 각각 운영할 필요도 없어졌고, 상담원의 재택 근무가 가능한 수준의 업무 유연성과 모빌리티도 확보할 수 있었습니다. 이처럼 G사는 구축형 콜센터라면 꿈도 꾸지 못할 경제성과 업무 유연성을 Cloud Z 기반 XoC을 통해 누리고 있습니다.

에이블컴의 사례는 온-프레미스 환경에 직접 설치해 운영하는 다양한 비즈니스 솔루션들이 디지털 트랜스포메이션 시대를 맞이한 기업들이 추구하는 민첩성과 유연성에 대한 요구를 어떻게 수용해야 할지를 잘 보여주는 좋은 사례가 아닐까 합니다.",,,,,,,,,,,,,,,,,,,,,
66,에이블컴 주식회사,2004-12-08,"에이블컴, 콜센터 구축사업 참여","CTI 콜센터 전문 구축업체인 에이블컴(대표 안태형 www.ablecom.co.kr)이 도시가스사의 콜센터 구축 프로젝트에 본격 참여한다.

최근 이 회사는 내년 초 고객센터 개소를 목표로 하는 중부도시가스와 고객 연결 센터, 지사 및 지역관리소까지 IP기반의 PBX(교환기)로 통합 운영할 수 있는 멀티 연결 센터 구축 계약을 체결했다고 밝혔다. 또한 보다 높은 수준의 고객응대를 위해 고객정보(MIS)를 이용한 상담 어플리케이션 구축 계약도 동시에 체결했다.

이번에 중부도시가스에 구축하게 되는 프로젝트는 본사-지사-콜센터-지역관리소간의 유기적인 업무공조를 위하여 IP기반의 교환기를 중심으로 IP망에 연결된 IP-Phone을 도입해 모든 통화에 대한 내선 개념 도입과 더불어 통신요금의 획기적인 절감을 토대로 한다.

즉 기존에는 본사, 지사, 지역관리소가 각각의 전화번호를 보유하고 있어 고객들이 각종 민원을 접수하고자 할 때 많은 불편을 겪었지만 내선 개념의 도입으로 단일화된 통합 고객센터의 대표번호로 민원을 접수하는 것이다. 아울러 고객센터에 접수된 민원 내용은 처리가 가능한 지사 및 지역관리소 등으로 연결되어 A/S접수 및 요금안내, 전출, 전입 등의 주요 상담업무를 원스톱으로 수행할 수 있게 된다.

또한 에이블컴은 개발품인 Able-Dialer를 이용, 가스요금 연체 가구의 연체료 독촉 및 각종 공사안내, 가스공급중단 안내 등을 효율적으로 처리할 수 있다. 에이블컴이 그밖에 추가로 구축하는 상담원 어플리케이션은 MIS를 이용하여 상담업무에 필요한 정보를 화면에 Pop-up해주는 시스템이다.

에이블컴 기술연구소 이승현 이사는 ""콜센터 구축으로 고객들의 민원업무를 신속하게 처리함으로써 업무능률의 향상과 고객만족에도 상당히 기여할 것으로 기대된다""고 밝혔다.

모바일 검침 시스템 및 콜센터 구축 전문업체로 도시가스사에 특화된 솔루션을 제공하고 있는 에이블컴은 중부도시가스 IP기반 콜센터 구축을 필두로 기존에 콜센터를 운영하고 있는 도시가스사나 현재 별도의 콜센터가 있는 도시가스사에 저렴하고 효율적인 IP기반의 콜센터 솔루션 및 모바일 솔루션을 지속적으로 공급해 나갈 계획이다.

에이블컴 기술연구소 이승현 이사는 “콜센터 구축으로 고객들의 민원업무를 신속하게 처리함으로써 업무능률의 향상과 고객만족에도 상당히 기여할 것으로 기대된다”고 밝혔다.

모바일 검침 시스템 및 콜센터 구축 전문업체로 도시가스사에 특화된 솔루션을 제공하고 있는 에이블컴은 중부도시가스 IP기반 콜센터 구축을 필두로 기존에 콜센터를 운영하고 있는 도시가스사나 현재 별도의 콜센터가 있는 도시가스사에 저렴하고 효율적인 IP 기반의 콜센터 솔루션 및 모바일 솔루션을 지속적으로 공급해 나갈 계획이다.

출처 : 가스신문(https://www.gasnews.com)",,,,,,,,,,,,,,,,,,,,,
67,에이블컴 주식회사,2024-10-08,에이블컴 홈페이지(http://www.ablecom.co.kr/solutions_ipcc.jsp),"IPCC 소개

IPCC Architecture

- IPCC(Internet Protocol Contact Center)는 VoIP기술을 응용한 음성통신기술
- 기존 PSTN망이 아닌 인터넷망을 통하여 서비스를 제공하는 콜센터
- 인터넷망과 IP Phone만 있으면 장소에 영향을 받지 않는다는 장점
- 재택근무 콜센터 및 분산형 콜센터를 구축함으로서 중앙집중으로 인한 비용부담 및 관리의 비효율성을 해결

쏙 특장점
CTI (Computer Telephony Integration)

- 컴퓨터와 전화를 통합하여 정보 처리와 통신을 연결하는 기술
- 은행, 보험사, 통신 판매 회사 등의 콜센터에서 주로 사용하는 시스템
- 콜센터에 고객의 문의전화가 오면 고객의 발신번호를 추적하여 회사의 데이터베이스에서 고객에관한 각종 정보가 추출되어 상담원의 컴퓨터 화면에 표시되어
신속한 대응

CTI미들웨어기능

전화와 직접적인 연관이 있는 기능(전화 걸기, 전화 받기, 전화 끊기, 호 전환 등)을 처리하는 CTI 솔 루션의 핵심 역할을 담당하는 모듈

-지능적인 호분배
- 자동 다이얼링
- 콜센터 모니터링
- 콜센터 통계/분석

IVR (Interactive Voice Response)

- 일반전화망을 이용하여, 문의 및 상담예약 등 고객이 원하는 서비스를 제공
- 고객관리 및 등의 효율성을 극대화 할 수 있는 지능형 전화 응답 시스템

IVR  응용사례

- 콜센터의 통화 전달
- 은행 또는 주식의 계좌 잔고 조회,또는 이체 서비스
- 단순한 주문입력 거래
- 선택적인 정보 조회 (제품 사용 설명 등)

IVR 응용사례
Smart IVR

- 스마트폰과 IVR이 결합된 서비스
- 스마트폰 고객은 콜센터로 전화를 걸었을 때 통화중에 웹화면 Push 서비스로 음성과 화면을 동시에 제공
- 메뉴 선택이나 조회 결과 등을 시각적으로 확인할 수 있어 고객 편의성 증대

스마트 IVR
스마트 IVR 화면 (인천광역시 미추홀 콜센터)

STATISTIC

Monitoring

- 전화회선의 불량 여부를 파악해서 이상 회선에 대한 점검
- 고객의 전화가 폭주하는 경우회선 부족 현황을 파악
- 회선 증설 시점을 결정하는데 도움을 줌
- 특정 상담원이 고객과 전화 통화 중인지 아니면 휴식 중인지, 상담 업무가 아닌 다른 작업을 하고 있는지에 대한 현재상태 및 현재 상태가 얼마나 진행되었는지를 관리자들에게 알려주는 기능을 통해 상담 자원을 효율적으로 활용

Report (Realtime / Historical)

- 효과적인 CTI 솔루션 제시를 위해서는 콜센터에서 발생한 모든 사항을 데이터로 축적,정확히 수치화된 통계/분석 자료로 제시 - 통계/분석 자료는 대부분의 콜센터에서 운영전략을 수립하는 기초 자료로 활용

Wallboard (전광판)

- 일반적으로 콜센터에서 전광판이 차지하는 의미는 크게는 두 가지임
- 상담원과 관련한 정보를 전달 (인원현황, 상태)
- 콜현황과 관련한 정보를 실시간으로 전달 (고객대기 현황)

Outbound

Outbound효과

Outbound 솔루션은 기업이 능동적이며 효과적으로 고객들에게 연락하여 영업을 성사시키고 고객 만족을 개선하는 방법을 제공

자동화된 다이얼링 모드

- Preview : 상담원이 기록을 검토한 다음 다이얼링 수행
- Progressive : 상담원이 가용 상태인 경우에 자동으로 다이얼링을 수행
- Predictive : 정교한 페이싱 알고리즘이 상담원의 가용 상태를 “예상”하고 그에 따라 다이얼링을수행
- Predictive : 다이얼링은 실제 통화만을 상담원에게 연결함으로써 비생산적인 아웃바운드 콜을 없애주는 효과. 무응답, 통화중 및 자동응답기와 같은 결과는 사용자가 정의한 규칙에따라 다시 예약

IVR 응용사례
Multi media

기존의 음성 콜 이외에 새로운 미디어 (채팅, E메일, SNS 등)도 처리가 가능",,,,,,,,,,,,,,,,,,,,,
68,(주)코난테크놀로지,2023-03-22,"코난테크놀로지, AI 차세대 컨택센터 컨퍼런스 참가","인공지능 소프트웨어 전문기업 코난테크놀로지(대표 김영섬 www.konantech.com)가 오는 24일 열리는 ‘제8회 AI 차세대 컨택센터 컨퍼런스 2023’에 참여한다.

본 행사는 AI 기술을 활용한 컨택센터 서비스 구성방안, 구축사례 및 고객경험 강화방법, 고객경험 향상을 위한 전략 등을 통해 인공지능 컨택센터(AICC)에 대한 이해를 돕고자 마련됐다.

이번 컨퍼런스에서 코난테크놀로지는 '컨택센터 고객 경험 극대화를 위한 AI기술의 혁신적 적용: 대화형 상담 인텔리전스와 CXM에 초점’을 주제로 키노트를 갖는다. 컨택센터 변화 흐름에서 AI 적용과제들을 조명하고 AI상담 인텔리전스와 CXM 관점에서 AICC 솔루션 적용사례를 소개할 예정으로, 발표는 코난테크놀로지 한동신 빅데이터컨버전스사업부 부장이 맡는다. 발표시간은 11시 40분부터 30분간 예정이다.

한편, 코난테크놀로지는  AI 챗봇 ‘코난 챗봇’과 AI 음성합성서비스 ‘코난 보이스’를 고객 상담업무에 적용해 업무효율을 높인 인공지능 컨택센터(AICC)를 구축해나가고 있다. 보통은 △음성합성 △음성인식 △챗봇 △텍스트 등 분야별 컨소시엄을 구성 하는데 반해, 코난테크놀로지는 관련 기술을 전부 자체 보유 중이라 원트랙으로 비즈니스를 운용해나가기도 용이하다.

행사는 24일(금) 오전 10시부터 16시까지 온라인으로 진행되며, 선착순 무료 참가다. 사전등록은 23(목) 17시에 마감한다.",,,,,,,,,,,,,,,,,,,,,
69,(주)코난테크놀로지,2024-01-24,"코난테크놀로지-SKT, 생성 AI·AICC 사업 위한 업무협약 체결","인공지능(AI) 소프트웨어 전문기업 코난테크놀로지가 SK텔레콤과 AI 사업 및 기술 협력을 위한 업무협약(MOU)을 체결했다고 24일 밝혔다


(왼쪽부터) 코난테크놀로지 김영섬 대표와 SK텔레콤 김경덕 부사장이 22일 코난테크놀로지 서초동 본사에서 ‘AI 사업 및 기술 협력 업무협약’을 체결한 후 기념촬영을 하고 있다. / 코난테크놀로지
이번 협약은 지난 2022년 10월 양사간 AI기술협력을 포함한 전략적 파트너십에 이어 두 번째다. 그간 시너지 창출을 위해 인력 교류 및 기술 협력과 시장 확대 등 다양한 분야에서 협업 방안을 검토해왔다면 이번 MOU에서는 아젠다를 생성형 AI, AI 비전, AI컨택센터(AICC), AI 데이터로 구체화했다.

양사는 협약에 따라 상호 역량을 결집하고 공동 사업 추진을 통해 해당 분야에서 실질적인 비즈니스 성과를 도출할 수 있도록 노력해 나갈 계획이다.



출처 : IT조선(https://it.chosun.com)",,,,,,,,,,,,,,,,,,,,,
70,(주)코난테크놀로지,2024-10-07,"코난테크놀로지, 경찰청 콜센터에 AI 챗봇 시스템 구축 계약","인공지능(AI) 전문 코난테크놀로지(대표 김영섬)는 경찰청 ‘전기통신금융사기 통합신고대응센터 콜센터 시스템 고도화 사업’을 계약했다고 7일 밝혔다.

사업기간은 계약 후 150일간이며, 사업비는 4억6000만원대다. 전기통신금융사기 통합신고대응센터에서 수행하고 있는 전화상담 업무를 확장, 챗봇 등 다양한 진입 채널을 확보하고 효율적인 상담업무 시스템을 마련하는 것이 목표다.

현재 콜센터 시스템은 음성 전화상담 기반으로 업무 외 시간에는 상담이 불가하고, 민원 서비스 만족도 향상을 위한 최신기술 기반의 AI컨택센터(AICC) 인프라가 미비한 상황이다.

이에 AI 챗봇을 도입해 24시간 연중무휴 상담 체계를 구축, STT(음성-텍스트 전환)를 통해 민원인과 상담원간의 통화내용을 준실시간으로 텍스트로 변환하고 체계적인 관리체제를 마련할 예정이다. 대화형 AI '코난 챗봇'과 음성인식 엔진 '디칩스(D·Cheeps)'를 활용할 계획이다.

특히, 상담원의 후처리 업무를 경감시키고 추후 AICC기반 인프라를 확보하는 것이 최종 목표라고 전했다.

김영섬 코난테크놀로지 대표는 “AI 전문 기술과 높은 업무 이해도를 기반으로 경찰청 콜센터 시스템 고도화 사업을 안정적으로 수행할 수 있도록 전력을 다하겠다”라고 말했다.

출처 : AI타임스(https://www.aitimes.com)",,,,,,,,,,,,,,,,,,,,,
